objectid,sort_index,parentid,admin_notes,title,creator,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,object_transcript,temp1,temp2,temp3
grinnell_10564,40,grinnell_4957,,"Black Martyrs' Weekend (April 28-30, 1972) - 9/12",,1972-04-28,"A photograph taken during Grinnell's Black Martyr's Weekend, April 28-30, 1972. Events of the 4th Black Martyrs Weekend included a poetry reading by renowned poet Gwendolyn Brooks, a speech delivered by “radical” Christian theologian James Cone, informal lectures (referred to as rap sessions) with journalist Lutrelle Palmer and Revolutionary Workers Union spokesman James Boggs, and a dance featuring a Chicago band, Rasputin Stash.",Life at Grinnell for Black Students;Concerned Black Students (CBS),,Grinnell College,41.74877560374103,-92.72139543974157,Grinnell College,grinnell:10564,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10564.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-10564_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-10564_TN.jpg,,,,,
grinnell_4960,103,,,"Black Martyrs' Weekend (April 3, 1969)",,1969-04-03,"On the first anniversary of Dr. Martin Luther King, Jr’s Assassination, CBS organized the first Black Martyr's Weekend. The event was designed to honor Dr. King and others
who died fighting for racial justice. The event included a speech by Dr. Nathan Hare, the chairman of the Black Student Party at San Francisco State College; a panel discussion titled ""In Defense of Black People — The Black Panther
Party"" which featured three members of the Des Moines Black Panther Party; a lecture by Dr. Charles H. Nichols, a visiting professor of History and American Studies at Grinnell, titled “Martin Luther King, Jr. and the Present American Mood”; a dance performance by CBS members; a dance headlined by the Jackson 5; and a speech by William Strickland, a New York psychologygist and founder of the Northern Student Movement. 
",Life at Grinnell for Black Students;Concerned Black Students (CBS),,Herrick Chapel,41.74759389,-85.72195262,Grinnell College,grinnell:4960,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-4960.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-4960_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-4960_TN.jpg,,,,,
grinnell_4961,106,,,"Black Martyrs' Weekend (April 4, 1970)",,1970-04-04,"Photograph of Rev. V. Lonnie Peek Jr. speaking at the Black Martyrs' Convocation on April 4, 1970. For the second annual Black Martyrs’ Weekend, CBS organized musical performances by baritone Arthur Thompson and pianist Herbie Hancock, a jazz combo, a dance featuring the Soul Brothers Band, a play by Errol Jones and other CBS members, a sermon from Rev. Joseph H. Williams, a fundraising fast for the Martin Luther King Jr. Scholarship fund, and an open house art show at the BCC. Rev. V. Lonnie Peek Jr. was highly involved in “making
higher education more responsive to the aspirations and concerns of black students” (S&B 4/3/1970 page 1), which aligned with CBS’s goals.",Life at Grinnell for Black Students;Concerned Black Students (CBS),,Herrick Chapel,41.74759389,-84.72195262,Grinnell College,grinnell:4961,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-4961.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-4961_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-4961_TN.jpg,,,,,
grinnell_10610,69,grinnell_4963,,"Black Martyrs' Weekend 1978 (April 22, 1978) - 1/3",,1978-04-22,Photograph of the 1978 Black Martyrs' Weekend.,Life at Grinnell for Black Students;Concerned Black Students (CBS),,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:10610,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10610.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-10610_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-10610_TN.jpg,,,,,
grinnell_10611,70,grinnell_4963,,"Black Martyrs' Weekend 1978 (April 22, 1978) - 2/3",,1978-04-22,Photograph of Angela Davis speaking during the the 1978 Black Martyrs' Weekend ,Life at Grinnell for Black Students;Concerned Black Students (CBS),,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:10611,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10611.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-10611_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-10611_TN.jpg,,,,,
grinnell_4963,68,,"This is a compound parent with 3 .tiff children, grinnell:10610-10612","Black Martyrs' Weekend 1978 (April 22, 1978) - 3 Photos",,1978-04-22,"Photographs of the 1978 Black Martyrs' Weekend, which included Angela Davis as a speaker. According to the April 21st 1978 edition of the Scarlet & Black,  the theme of the weekend was ""The Black Struggle: Alive or Dead?"". Other events included a Poetry Reading, a concert by Phil Upchurch, a speech by Reverend Wilfred Reid, and a screening of the movie Uptown. ",Life at Grinnell for Black Students;Concerned Black Students (CBS),,Grinnell College,41.74877560374103,-92.72139543974157,Grinnell College,grinnell:4963,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,,,,,,,,
grinnell_10612,71,grinnell_4963,,"Black Martyrs' Weekend 1978 (April 22, 1978) - 3/3 ",,1978-04-22,Photograph of Angela Davis speaking during the the 1978 Black Martyrs' Weekend ,Life at Grinnell for Black Students;Concerned Black Students (CBS),,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:10612,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-10612.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-10612_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-10612_TN.jpg,,,,,
grinnell_4962,6,,,"Black Martyrs' Weekend, April 2-5, 1971",,1971,Dick Gregory speaking at the 1971 Black Martyrs' convocation.,Life at Grinnell for Black Students;Concerned Black Students (CBS),,Herrick Chapel,41.74759389,-90.72195262,Grinnell College,grinnell:4962,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-4962.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-4962_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-4962_TN.jpg,,,,,
grinnell_19465,81,,,Brenda Thomas '69,"Figa, Alenka '12; Galloway, Lily '17; McFate, Mackenzie '18",2012-06-02,"Alumni oral history interview with Brenda Thomas '69. Recorded June 2, 2012. In this interview, Thomas speaks about her memories of Grinnell, including her experiences as a Black woman, and the activism that occurred on campus in the late 60’s.",Life at Grinnell for Black Students,Brenda Thomas '69,Grinnell College,41.75079803836993,-92.72170551731946,Grinnell College,grinnell:19465,interview;sound recording-nonmusical,audio/mp3,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-19465.vtt,,https://dgobjects.blob.core.windows.net/thumbs/grinnell_19465_TN.jpg,,https://dgobjects.blob.core.windows.net/transcripts/grinnell_19465_MEDIATRACK.vtt,,,
grinnell_5292,105,,,Burling 1970,,1970,Students in Burling library during New Student Days.,Life at Grinnell for Black Students;Burling Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5292,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5292.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5292_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5292_TN.jpg,,,,,
dg_1712600274,73,,Libby's additions,Burling Circulation Desk,George Photo,1983-02-10,Negative containing photo of David Weston working at the circulation desk in Burling circa 1983.,Burling Library;Life at Grinnell for Black Students,David Weston '73,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600274.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600274_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600274_TN.jpg,,,,,
grinnell_5291,62,,,Burling interior,,1975-08,Photo of Burling Library interior.,Burling Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5291,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5291.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5291_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5291_TN.jpg,,,,,
dg_1712600269,72,,Libby's additions,Burling library before the expansion-Renovation Dec 1981,Roger W McMullin,1981-12,View of the library with a student studying at a table,Burling Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600269.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600269_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600269_TN.jpg,,,,,
grinnell_31972,78,,,"Burling Library Takeover Commemoration, 2006",,2006,"This photograph was taken in 2006 at an event commemorating the 1971 takeover of Burling Library by CBS (Concerned Black Students).  Fifty-five students with candles, representing the fifty-five students who took over Burling in 1971, marched from the Black Culture Center (BCC) to Burling. Once at Burling, the group read the Black Manifesto, enjoyed the Young, Gifted, and Black Gospel Choir’s performance, held a poetry reading, and discussed the ways the Burling Takeover changed Grinnell.",Burling Take Over Commermorations;Burling Library;Concerned Black Students (CBS);Black Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell;31972,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-31972.jpeg,https://dgobjects.blob.core.windows.net/smalls/grinnell-31972_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-31972_TN.jpg,,,,,
grinnell_31973,80,,,"Burling Library Takeover Commemoration, 2006",,2006-12-05,"Students commemorate the1971 takeover of Burling Library. December 5, 2006.",Burling Take Over Commermorations;Burling Library;Black Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:31973,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-31973.jpeg,https://dgobjects.blob.core.windows.net/smalls/grinnell-31973_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-31973_TN.jpg,,,,,
grinnell_5274,64,,,Burling pre-renovation,,1977-05,"Photo of Burling library before renovation, featuring the 20th century room. The Twentieth Century room later became the home of the Black Library.",Burling Library;Black Library,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5274,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5274.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5274_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5274_TN.jpg,,,,,
dg_1712600276,75,,Libby's additions,Burling Study Rooms,Edward Hughes,1984-10,Photo of student studying in Burling basement,Burling Library;Life at Grinnell for Black Students,,Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,,Image;StillImage,image/jpeg,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600276.jpg,https://dgobjects.blob.core.windows.net/smalls/dg_1712600276_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600276_TN.jpg,,,,,
grinnell_5161,56,,,"Careda Rolland, Milton Rolland & Edna Haggins",,1974-05-03,"Careda Rolland '76, Milton P. Rolland '75 & Edna (Candy) Haggins. Haggins was a resident advisor as of 1973",Life at Grinnell for Black Students,Careda Rolland '76; Milton P. Rolland '75; Edna Haggins,Younker Hall,41.75115638580055,-92.72141187646831,Grinnell College,grinnell:5161,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5161.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5161_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5161_TN.jpg,,,,,
grinnell_5001,93,,,"CBS Cheerleaders, 1968",,1968,"CBS cheerleaders, 1968. Front to back: Micki Weston, Unknown, Shirley, Linda Copeland. CBS was founded in 1968, when only 10 Black students attended Grinnell.",Concerned Black Students (CBS),Micki Weston; Linda Copeland '72,Darby Gym,41.74929422,-92.71882604,Grinnell College,grinnell:5001,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5001.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5001_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5001_TN.jpg,,,,,
dg_1711472907,8,,Was compound object grinnell:4932 converted to multi-page PDF,CBS Manifesto and Minutes of Faculty Meeting regarding the Manifesto,Concerned Black Students,1971-11-29,"This includes two versions of the Concerned Black Students' (CBS) Manifesto, the second of which was submitted to the college as a list of demands on the part of black students on campus. A special faculty meeting was held to discuss the demands, the minutes from which also appear here.",Burling Library Take Over of '71 & '72;Black Manifesto Demands;Concerned Black Students (CBS);Black Library,"Glenn Leggett, Grinnell President  1965-1975;  Waldo “Wally” Walker, Dean; Lawrence Wright",Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:10547,text; miscellaneous document,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1711472907_OBJ.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1711472907_OBJ_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1711472907_OBJ_TN.jpg,,,,,
grinnell_23628,44,,,"Commencement, 1972",,1972-05,Students and family at the 1972 Commencement. Robed graduates left to right: LuVernne Vann; Linda Copeland Rozell; Alan D. Wheat; Carl Brennan. Many of the students were members of CBS.,Life at Grinnell for Black Students,Linda Copeland '72;  LuVernne Vann '72; Alan (Al) D. Wheat '72; Carl Brennnan '72,Grinnell College,41.74789405416524,-92.72105048334146,Grinnell College,grinnell:23628,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23628.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23628_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23628_TN.jpg,,,,,
grinnell_34002,61,,,"Commencement, 1975",,1975-05,"Milton ""Butch"" Rolland, class of 1975, left, and Barbara Critton, class of 1975, right, during commencement.Both were members of CBS and attended Grinnell College during the ‘71 Burling Takeover",Life at Grinnell for Black Students,Milton P. Rolland '75;  Barbara L. Critton '75,Grinnell College,41.74789405416524,-92.72105048334146,Grinnell College,grinnell:34002,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-34002.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-34002_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-34002_TN.jpg,,,,,
grinnell_5768,26,,,David Weston and Mary Gae Wyly in the Library,"Mcmullin, Roger W.",1972-04,"David Weston, class of 1973, and Mary Gae Wyly, reference librarian, looking through the library catalog. Wyly was reportedly one of the librarians who worked on reorganizing and expanding the Black Library.",Burling Library;Black Manifesto Demands;Black Library,"Mae Gae Wyly, Librarian; David Weston '73",Burling Library,41.746718787662246,-92.72028416032282,Grinnell College,grinnell:5768,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-5768.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-5768_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-5768_TN.jpg,,,,,
grinnell_3601,1,,,Denise L. Iverson ’74 and Roxane D. Brown ’74 in the Black Cultural Center,"Henry, George T.",1971,"Denise L. Iverson ’74 (at table) and Roxane D. Brown ’74 (at bookshelf) in the Black Cultural Center (BCC). The creation of the BCC was one of the first goals of CBS, and it was realized in 1969. While it initially served as gathering space, it also became student housing when there was a shortage of dorm rooms. In 1971, First-years Iverson and Brown lived in the BCC with Lurverne Vann (Bell) ‘72, Juanita Carswell ‘71, and Sylvia Wallace ‘73. During the 1971 Burling Take Over, the 7th demand of the Black Manifesto stated that “because of the enrollment and the programs of CBS,we feel that the present Cultural Center is insufficient, therefore we demand a house large enough to accommodate the programs of CBS”.",Life at Grinnell for Black Students;Concerned Black Students (CBS);Black Manifesto Demands,Denise L. Iverson ’74; Roxane D. Brown ’74,The Conney M. Kimbo Black Cultural Center,41.75300289,-92.72210871,Grinnell College,grinnell:3601,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-3601.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-3601_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-3601_TN.jpg,,,https://digital.grinnell.edu/islandora/object/grinnell:3601/datastream/OBJ,,https://digital.grinnell.edu/islandora/object/grinnell:3601/datastream/TN/view
grinnell_26787,94,,,ERA,"Farbes, Hubert '69",1968-02-02,"Students examining nature. Left to right: Hubert Farbes '69, Unknown. Farbes became the first President of CBS on February 2nd, 1968.",Life at Grinnell for Black Students,Hubert Farbes '69,Grinnell College,41.74789405416524,-92.72105048334146,Grinnell College,grinnell:26787,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-26787.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-26787_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-26787_TN.jpg,,,,,
dg_1712600289,88,dg_1712600285,Libby's additions - Parent/child - Libby needs to rescan!! ,FBI Memo: 157-542-E,FBI,,"FBI memo giving a brief overview of Grinnell College, including the fact that the college had about 50 Black students at the time. The memo states that the FBI will continue to monitor the activities of the Concerned Black Students organization",Concerned Black Students (CBS),,Grinnell College,41.74979353915572, -92.72096299948862,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600289.pdf,.jpeg,.jpeg,,,,,
dg_1712600287,10,dg_1712600285,Libby's additions - Parent/child,FBI Memo: Black Student Demostration at Grinnell College,FBI,1971-11-30,FBI memo about the Burling Library Takeover. Much of the information is redacted.,Burling Library Take Over of '71 & '72;Reactions to the Take Over;Concerned Black Students (CBS);Burling Library,,Grinnell College,41.74979353915572, -92.72096299948862,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600287.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600287_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600287_TN.jpg,,,,,
dg_1712600288,13,dg_1712600285,Libby's additions - Parent/child - Libby needs to rescan!! ,FBI Memo: Concerned Black Students ,FBI,1971-12-03,"FBI cover sheet for an enclosed eleven LHM summaries of CBS students. FBI Letter Head Memoranda (LHM) are documents containing potentially
derogatory information about the subject of the LHM.",Burling Library Take Over of '71 & '72;Reactions to the Take Over;Concerned Black Students (CBS),,Grinnell College,41.74979353915572, -92.72096299948862,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600288.pdf,.jpeg,.jpeg,,,,,
dg_1712600290,14,dg_1712600285,Libby's additions - Parent/child ,FBI Memo: Concerned Black Students; Extremist Matters,FBI,1971-12-03,"FBI memo from the Director's office to the Omaha field office. The letter refers to the Burling Takeover by CBS and directs the office to re-open its investigations into the group and discover its leadership, aims, and objectives and activities.",Concerned Black Students (CBS),,Grinnell College,41.74979353915572, -92.72096299948862,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600290.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1712600290_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1712600290_TN.jpg,,,,,
dg_1712600286,87,,Libby's additions - Parent/child,FBI memos reflecting invesigations into Grinnell Students,,,"The FBI investigated students groups around the country as the conservative government saw them as potential threats to national security. The files related to their investigations were released to a Freedom of Information Act (FOIA) request. The surveillance of CBS started after the Des Moines Black Panther Party headquarters were bombed on April 26th, 1969.",Burling Library Take Over of '71 & '72;Reactions to the Take Over;Concerned Black Students (CBS),,Grinnell College,41.74979353915572, -92.72096299948862,,,text;scanned,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1712600286.pdf,.jpeg,.jpeg,,,,,
grinnell_12935,98,,,Gregory Coggs and Frank Thomas at the Black Cultural Center,,1969,"Left to right: Gregory M. Coggs, class of 1970, and Frank E. Thomas, class of 1971, sitting on the front step of the Black Cultural Center (BBC), May 1970.",Concerned Black Students (CBS);Life at Grinnell for Black Students;Black Manifesto Demands,Gregg Coggs '69; Frank Thomas '71,The Conney M. Kimbo Black Cultural Center,41.74665973,-92.72017393,Grinnell College,grinnell:12935,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-12935.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-12935_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-12935_TN.jpg,,,,,
dg_1711478420,60,,DELETE 'Was grinnell:4995 as compound of TIFF images. Converted to PDF.,Grinnell Black Alumni Newsletter 1975,,1975-04,Grinnell Black Alumni Newsletter Vol.2 No.2. Created with the CBS group,;;,,Grinnell College,,,Grinnell College,grinnell:4995,newspaper;print,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/dg_1711478420_OBJ.pdf,https://dgobjects.blob.core.windows.net/smalls/dg_1711478420_JPG.jpg,https://dgobjects.blob.core.windows.net/thumbs/dg_1711478420_TN.jpg,,,,,
grinnell_23551,90,,,Howie Ward with Pal,,1966,Howie Ward with rat. Howie was a member of CBS.,Life at Grinnell for Black Students,Howard Ward ‘69,Grinnell College,41.7485168518476,-92.71979713273882,Grinnell College,grinnell:23551,Image;StillImage,image/tiff,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-23551.tiff,https://dgobjects.blob.core.windows.net/smalls/grinnell-23551_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-23551_TN.jpg,,,,,
grinnell_1890,76,,,Information Concerning Grinnell College's Buildings And Facilities Including Facts Related To Its History,"Walker, Waldo S.",1997-09-03,"A timeline of facts related to Grinnell College history, including enrollment, tuition, and building information. Includes information on guest speakers on campus, student activism, and the Burling Library Take Over",Burling Library;Burling Library Take Over of '71 & '72,,Grinnell College,41.74665973,-92.72017393,Grinnell College,grinnell:1890,text; miscellaneous document,application/pdf,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,,,,,https://dgobjects.blob.core.windows.net/objs/grinnell-1890.pdf,https://dgobjects.blob.core.windows.net/smalls/grinnell-1890_SMALL.jpg,https://dgobjects.blob.core.windows.net/thumbs/grinnell-1890_TN.jpg,,,,,
